series_id                     	year	period	value	footnote_codes
ORUE1000021L00000615          	2022	A01	13.5	
ORUE1000021L00000772          	2022	A01	99.4	7
ORUE1000021L00000807          	2022	A01	95.3	
ORUE1000021L00000815          	2022	A01	38.8	
ORUE1000021L00000845          	2022	A01	100.0	
ORUE1000021O00000423          	2022	A01	100.0	7
ORUE1000021O00000437          	2022	A01	100.0	7
ORUE1000021O00000451          	2022	A01	100.0	7
ORUE1000021O00000465          	2022	A01	100.0	7
ORUE1000021O00000479          	2022	A01	100.0	7
ORUE1000021O00000520          	2022	A01	100.0	7
ORUE1000021O00000534          	2022	A01	100.0	7
ORUE1000021O00000572          	2022	A01	71.5	7
ORUE1000021O00000612          	2022	A01	81.2	7
ORUE1000021O00000772          	2022	A01	100.0	7
ORUE1000021O00000807          	2022	A01	100.0	
ORUE1000021R00000423          	2022	A01	100.0	7
ORUE1000021R00000437          	2022	A01	100.0	7
ORUE1000021R00000451          	2022	A01	74.3	7
ORUE1000021R00000465          	2022	A01	100.0	7
ORUE1000021R00000479          	2022	A01	100.0	7
ORUE1000021R00000520          	2022	A01	93.1	7
ORUE1000021R00000534          	2022	A01	100.0	7
ORUE1000021R00000572          	2022	A01	80.8	7
ORUE1000021R00000612          	2022	A01	31.7	
ORUE1000021R00000613          	2022	A01	21.5	
ORUE1000021R00000772          	2022	A01	100.0	7
ORUE1000021R00000806          	2022	A01	45.8	
ORUE1000021R00000807          	2022	A01	54.2	
ORUE1000021R00000815          	2022	A01	68.3	
ORUE1000021R00000845          	2022	A01	25.7	
ORUE1000021S00000423          	2022	A01	100.0	7
ORUE1000021S00000437          	2022	A01	100.0	7
ORUE1000021S00000451          	2022	A01	38.1	
ORUE1000021S00000465          	2022	A01	100.0	7
ORUE1000021S00000479          	2022	A01	100.0	7
ORUE1000021S00000520          	2022	A01	97.4	7
ORUE1000021S00000534          	2022	A01	96.5	7
ORUE1000021S00000572          	2022	A01	76.0	7
ORUE1000021S00000573          	2022	A01	21.5	
ORUE1000021S00000612          	2022	A01	26.9	
ORUE1000021S00000772          	2022	A01	100.0	7
ORUE1000021S00000807          	2022	A01	99.8	
ORUE1000021S00000815          	2022	A01	73.1	
ORUE1000021S00000845          	2022	A01	61.9	
ORUE1000021T00000423          	2022	A01	100.0	7
ORUE1000021T00000437          	2022	A01	100.0	7
ORUE1000021T00000451          	2022	A01	100.0	7
ORUE1000021T00000465          	2022	A01	100.0	7
ORUE1000021T00000479          	2022	A01	100.0	7
ORUE1000021T00000520          	2022	A01	100.0	7
ORUE1000021T00000534          	2022	A01	100.0	7
ORUE1000021T00000571          	2022	A01	34.2	
ORUE1000021T00000572          	2022	A01	65.8	7
ORUE1000021T00000612          	2022	A01	96.0	7
ORUE1000021T00000772          	2022	A01	100.0	7
ORUE1000021T00000807          	2022	A01	100.0	
ORUE1000021W00000423          	2022	A01	100.0	7
ORUE1000021W00000437          	2022	A01	94.7	7
ORUE1000021W00000438          	2022	A01	1.7	
ORUE1000021W00000439          	2022	A01	3.6	
ORUE1000021W00000451          	2022	A01	30.7	
ORUE1000021W00000452          	2022	A01	5.3	
ORUE1000021W00000453          	2022	A01	63.0	7
ORUE1000021W00000465          	2022	A01	68.8	7
ORUE1000021W00000479          	2022	A01	100.0	7
ORUE1000021W00000520          	2022	A01	100.0	7
ORUE1000021W00000534          	2022	A01	100.0	7
ORUE1000021W00000571          	2022	A01	9.2	
ORUE1000021W00000572          	2022	A01	90.8	7
ORUE1000021W00000612          	2022	A01	42.2	
ORUE1000021W00000613          	2022	A01	4.7	
ORUE1000021W00000614          	2022	A01	53.0	7
ORUE1000021W00000768          	2022	A01	5.3	
ORUE1000021W00000772          	2022	A01	99.1	7
ORUE1000021W00000797          	2022	A01	31.2	
ORUE1000021W00000807          	2022	A01	100.0	
ORUE1000021W00000815          	2022	A01	57.8	
ORUE1000021W00000845          	2022	A01	69.3	
ORUE1000022C00000423          	2022	A01	98.7	7
ORUE1000022C00000424          	2022	A01	1.3	
ORUE1000022C00000437          	2022	A01	99.8	7
ORUE1000022C00000451          	2022	A01	71.5	7
ORUE1000022C00000465          	2022	A01	100.0	7
ORUE1000022C00000479          	2022	A01	100.0	7
ORUE1000022C00000520          	2022	A01	98.5	7
ORUE1000022C00000534          	2022	A01	99.0	7
ORUE1000022C00000612          	2022	A01	3.8	
ORUE1000022C00000767          	2022	A01	1.3	
ORUE1000022C00000772          	2022	A01	100.0	7
ORUE1000022C00000807          	2022	A01	100.0	
ORUE1000022C00000815          	2022	A01	96.2	
ORUE1000022D00000423          	2022	A01	96.4	7
ORUE1000022D00000437          	2022	A01	96.5	7
ORUE1000022D00000465          	2022	A01	100.0	7
ORUE1000022D00000479          	2022	A01	100.0	7
ORUE1000022D00000520          	2022	A01	99.7	7
ORUE1000022D00000534          	2022	A01	98.6	7
ORUE1000022D00000571          	2022	A01	62.3	7
ORUE1000022D00000614          	2022	A01	85.2	7
ORUE1000022D00000772          	2022	A01	74.8	7
ORUE1000022D00000807          	2022	A01	99.4	
ORUE1000022D00000815          	2022	A01	88.2	
ORUE1000022F00000423          	2022	A01	100.0	7
ORUE1000022F00000437          	2022	A01	95.2	7
ORUE1000022F00000452          	2022	A01	18.1	
ORUE1000022F00000453          	2022	A01	58.5	7
ORUE1000022F00000454          	2022	A01	16.1	
ORUE1000022F00000465          	2022	A01	100.0	7
ORUE1000022F00000479          	2022	A01	100.0	7
ORUE1000022F00000520          	2022	A01	100.0	7
ORUE1000022F00000534          	2022	A01	99.8	7
ORUE1000022F00000572          	2022	A01	89.7	7
ORUE1000022F00000612          	2022	A01	94.8	7
ORUE1000022F00000772          	2022	A01	46.9	
ORUE1000022F00000786          	2022	A01	53.1	
ORUE1000022F00000788          	2022	A01	49.0	
ORUE1000022F00000807          	2022	A01	100.0	
ORUE1000022F00000845          	2022	A01	92.7	
ORUE1000022L00000423          	2022	A01	99.8	7
ORUE1000022L00000437          	2022	A01	95.6	7
ORUE1000022L00000439          	2022	A01	2.2	
ORUE1000022L00000451          	2022	A01	73.6	7
ORUE1000022L00000465          	2022	A01	99.4	7
ORUE1000022L00000479          	2022	A01	84.1	7
ORUE1000022L00000480          	2022	A01	4.6	
ORUE1000022L00000520          	2022	A01	44.8	
ORUE1000022L00000534          	2022	A01	55.0	7
ORUE1000022L00000572          	2022	A01	78.7	7
ORUE1000022L00000573          	2022	A01	21.2	
ORUE1000022L00000613          	2022	A01	0.9	
ORUE1000022L00000614          	2022	A01	20.6	
ORUE1000022L00000615          	2022	A01	31.7	
ORUE1000022L00000616          	2022	A01	33.9	7
ORUE1000022L00000768          	2022	A01	4.4	
ORUE1000022L00000772          	2022	A01	76.7	7
ORUE1000022L00000786          	2022	A01	23.3	
ORUE1000022L00000788          	2022	A01	18.6	
ORUE1000022L00000789          	2022	A01	4.6	
ORUE1000022L00000791          	2022	A01	15.9	
ORUE1000022L00000792          	2022	A01	55.2	
ORUE1000022L00000793          	2022	A01	4.4	
ORUE1000022L00000794          	2022	A01	29.7	
ORUE1000022L00000795          	2022	A01	25.5	
ORUE1000022L00000806          	2022	A01	45.2	
ORUE1000022L00000807          	2022	A01	54.8	
ORUE1000022L00000815          	2022	A01	87.0	
ORUE1000022L00000822          	2022	A01	45.0	
ORUE1000022L00000823          	2022	A01	-	1
ORUE1000022L00000824          	2022	A01	27.7	
ORUE1000022L00000825          	2022	A01	17.3	
ORUE1000022L00000845          	2022	A01	26.4	
ORUE1000022P00000423          	2022	A01	100.0	7
ORUE1000022P00000437          	2022	A01	97.4	7
ORUE1000022P00000451          	2022	A01	68.4	7
ORUE1000022P00000465          	2022	A01	100.0	7
ORUE1000022P00000479          	2022	A01	86.9	7
ORUE1000022P00000480          	2022	A01	12.7	
ORUE1000022P00000520          	2022	A01	12.8	
ORUE1000022P00000534          	2022	A01	17.1	
ORUE1000022P00000572          	2022	A01	66.8	7
ORUE1000022P00000573          	2022	A01	32.1	
ORUE1000022P00000612          	2022	A01	4.5	
ORUE1000022P00000772          	2022	A01	72.4	7
ORUE1000022P00000786          	2022	A01	27.6	
ORUE1000022P00000788          	2022	A01	25.9	
ORUE1000022P00000791          	2022	A01	13.1	
ORUE1000022P00000792          	2022	A01	87.2	
ORUE1000022P00000794          	2022	A01	47.3	
ORUE1000022P00000795          	2022	A01	39.9	
ORUE1000022P00000806          	2022	A01	66.5	
ORUE1000022P00000807          	2022	A01	33.5	
ORUE1000022P00000815          	2022	A01	95.5	
ORUE1000022P00000822          	2022	A01	82.9	
ORUE1000022P00000823          	2022	A01	2.2	
ORUE1000022P00000824          	2022	A01	56.6	
ORUE1000022P00000825          	2022	A01	26.3	
ORUE1000022P00000845          	2022	A01	31.6	
ORUE1000022Q00000423          	2022	A01	100.0	7
ORUE1000022Q00000437          	2022	A01	97.5	7
ORUE1000022Q00000451          	2022	A01	65.2	7
ORUE1000022Q00000465          	2022	A01	100.0	7
ORUE1000022Q00000479          	2022	A01	97.5	7
ORUE1000022Q00000520          	2022	A01	97.5	7
ORUE1000022Q00000534          	2022	A01	97.0	7
ORUE1000022Q00000572          	2022	A01	79.2	7
ORUE1000022Q00000573          	2022	A01	20.5	
ORUE1000022Q00000612          	2022	A01	76.7	7
ORUE1000022Q00000772          	2022	A01	96.9	7
ORUE1000022Q00000807          	2022	A01	100.0	
ORUE1000022Q00000815          	2022	A01	23.3	
ORUE1000022Q00000845          	2022	A01	34.8	
ORUE1000022R00000423          	2022	A01	100.0	7
ORUE1000022R00000437          	2022	A01	100.0	7
ORUE1000022R00000452          	2022	A01	5.5	
ORUE1000022R00000465          	2022	A01	100.0	7
ORUE1000022R00000479          	2022	A01	100.0	7
ORUE1000022R00000520          	2022	A01	95.3	7
ORUE1000022R00000534          	2022	A01	99.4	7
ORUE1000022R00000572          	2022	A01	94.3	7
ORUE1000022R00000615          	2022	A01	18.0	
ORUE1000022R00000772          	2022	A01	100.0	7
ORUE1000022R00000807          	2022	A01	100.0	
ORUE1000022R00000815          	2022	A01	84.1	
ORUE1000022R00000845          	2022	A01	68.6	
ORUE1000022S00000423          	2022	A01	100.0	7
ORUE1000022S00000437          	2022	A01	100.0	7
ORUE1000022S00000451          	2022	A01	72.5	7
ORUE1000022S00000465          	2022	A01	100.0	7
ORUE1000022S00000479          	2022	A01	100.0	7
ORUE1000022S00000520          	2022	A01	100.0	7
ORUE1000022S00000534          	2022	A01	100.0	7
ORUE1000022S00000572          	2022	A01	87.5	7
ORUE1000022S00000772          	2022	A01	100.0	7
ORUE1000022S00000807          	2022	A01	100.0	
ORUE1000022U00000423          	2022	A01	94.0	7
ORUE1000022U00000437          	2022	A01	99.3	7
ORUE1000022U00000451          	2022	A01	78.3	7
ORUE1000022U00000465          	2022	A01	99.3	7
ORUE1000022U00000479          	2022	A01	100.0	7
ORUE1000022U00000520          	2022	A01	90.5	7
ORUE1000022U00000534          	2022	A01	98.3	7
ORUE1000022U00000571          	2022	A01	4.3	
ORUE1000022U00000572          	2022	A01	95.5	7
ORUE1000022U00000612          	2022	A01	62.4	7
ORUE1000022U00000767          	2022	A01	6.0	
ORUE1000022U00000772          	2022	A01	98.5	7
ORUE1000022U00000792          	2022	A01	9.5	
ORUE1000022U00000795          	2022	A01	9.4	
ORUE1000022U00000807          	2022	A01	99.6	
ORUE1000022U00000815          	2022	A01	37.6	
ORUE1000022U00000845          	2022	A01	21.7	
ORUE1000022V00000423          	2022	A01	99.8	7
ORUE1000022V00000437          	2022	A01	100.0	7
ORUE1000022V00000451          	2022	A01	100.0	7
ORUE1000022V00000465          	2022	A01	100.0	7
ORUE1000022V00000479          	2022	A01	100.0	7
ORUE1000022V00000520          	2022	A01	95.5	7
ORUE1000022V00000534          	2022	A01	99.6	7
ORUE1000022V00000571          	2022	A01	19.7	
ORUE1000022V00000572          	2022	A01	80.3	7
ORUE1000022V00000612          	2022	A01	85.7	7
ORUE1000022V00000772          	2022	A01	100.0	7
ORUE1000022V00000807          	2022	A01	100.0	
ORUE1000022V00000815          	2022	A01	14.3	
ORUE1000022W00000423          	2022	A01	91.3	7
ORUE1000022W00000437          	2022	A01	99.4	7
ORUE1000022W00000451          	2022	A01	49.3	
ORUE1000022W00000465          	2022	A01	99.6	7
ORUE1000022W00000479          	2022	A01	100.0	7
ORUE1000022W00000520          	2022	A01	97.3	7
ORUE1000022W00000521          	2022	A01	2.6	
ORUE1000022W00000534          	2022	A01	99.6	7
ORUE1000022W00000571          	2022	A01	2.3	
ORUE1000022W00000572          	2022	A01	97.0	7
ORUE1000022W00000573          	2022	A01	0.7	
ORUE1000022W00000612          	2022	A01	75.3	7
ORUE1000022W00000613          	2022	A01	14.7	
ORUE1000022W00000614          	2022	A01	9.6	
ORUE1000022W00000767          	2022	A01	8.7	
ORUE1000022W00000768          	2022	A01	0.6	
ORUE1000022W00000772          	2022	A01	98.5	7
ORUE1000022W00000792          	2022	A01	2.7	
ORUE1000022W00000795          	2022	A01	2.7	
ORUE1000022W00000807          	2022	A01	99.9	
ORUE1000022W00000815          	2022	A01	24.7	
ORUE1000022W00000845          	2022	A01	50.7	
ORUE1000022Y00000423          	2022	A01	100.0	7
ORUE1000022Y00000437          	2022	A01	100.0	7
ORUE1000022Y00000451          	2022	A01	87.5	7
ORUE1000022Y00000465          	2022	A01	99.5	7
ORUE1000022Y00000479          	2022	A01	99.9	7
ORUE1000022Y00000520          	2022	A01	96.8	7
ORUE1000022Y00000534          	2022	A01	96.1	7
ORUE1000022Y00000572          	2022	A01	94.6	7
ORUE1000022Y00000612          	2022	A01	51.7	7
ORUE1000022Y00000613          	2022	A01	14.9	
ORUE1000022Y00000614          	2022	A01	28.5	
ORUE1000022Y00000772          	2022	A01	93.6	7
ORUE1000022Y00000807          	2022	A01	97.0	
ORUE1000022Y00000815          	2022	A01	48.3	
ORUE1000022Y00000845          	2022	A01	12.5	
ORUE1000022Z00000423          	2022	A01	100.0	7
ORUE1000022Z00000437          	2022	A01	100.0	7
ORUE1000022Z00000451          	2022	A01	85.3	7
ORUE1000022Z00000465          	2022	A01	100.0	7
ORUE1000022Z00000479          	2022	A01	100.0	7
ORUE1000022Z00000520          	2022	A01	90.1	7
ORUE1000022Z00000534          	2022	A01	99.8	7
ORUE1000022Z00000571          	2022	A01	10.0	
ORUE1000022Z00000572          	2022	A01	90.0	7
ORUE1000022Z00000612          	2022	A01	60.6	7
ORUE1000022Z00000772          	2022	A01	96.5	7
ORUE1000022Z00000807          	2022	A01	100.0	
ORUE1000022Z00000815          	2022	A01	39.4	
ORUE1000023B00000423          	2022	A01	99.5	7
ORUE1000023B00000437          	2022	A01	99.9	7
ORUE1000023B00000451          	2022	A01	86.1	7
ORUE1000023B00000452          	2022	A01	9.6	
ORUE1000023B00000453          	2022	A01	4.3	
ORUE1000023B00000465          	2022	A01	100.0	7
ORUE1000023B00000479          	2022	A01	99.9	7
ORUE1000023B00000520          	2022	A01	91.2	7
ORUE1000023B00000534          	2022	A01	99.4	7
ORUE1000023B00000571          	2022	A01	8.1	
ORUE1000023B00000572          	2022	A01	91.5	7
ORUE1000023B00000612          	2022	A01	65.9	7
ORUE1000023B00000613          	2022	A01	22.6	
ORUE1000023B00000614          	2022	A01	8.5	
ORUE1000023B00000772          	2022	A01	99.9	7
ORUE1000023B00000792          	2022	A01	8.8	
ORUE1000023B00000795          	2022	A01	8.7	
ORUE1000023B00000807          	2022	A01	100.0	
ORUE1000023B00000815          	2022	A01	34.1	
ORUE1000023B00000845          	2022	A01	13.9	
ORUE1000023C00000423          	2022	A01	100.0	7
ORUE1000023C00000437          	2022	A01	100.0	7
ORUE1000023C00000451          	2022	A01	100.0	7
ORUE1000023C00000465          	2022	A01	100.0	7
ORUE1000023C00000479          	2022	A01	100.0	7
ORUE1000023C00000520          	2022	A01	100.0	7
ORUE1000023C00000534          	2022	A01	98.8	7
ORUE1000023C00000572          	2022	A01	95.7	7
ORUE1000023C00000612          	2022	A01	63.1	7
ORUE1000023C00000772          	2022	A01	100.0	7
ORUE1000023C00000807          	2022	A01	91.2	
ORUE1000023C00000815          	2022	A01	36.9	
ORUE1000023D00000423          	2022	A01	100.0	7
ORUE1000023D00000437          	2022	A01	100.0	7
ORUE1000023D00000451          	2022	A01	100.0	7
ORUE1000023D00000465          	2022	A01	100.0	7
ORUE1000023D00000479          	2022	A01	100.0	7
ORUE1000023D00000520          	2022	A01	100.0	7
ORUE1000023D00000534          	2022	A01	100.0	7
ORUE1000023D00000571          	2022	A01	32.0	
ORUE1000023D00000572          	2022	A01	68.0	7
ORUE1000023D00000612          	2022	A01	87.3	7
ORUE1000023D00000613          	2022	A01	12.7	
ORUE1000023D00000772          	2022	A01	100.0	7
ORUE1000023D00000807          	2022	A01	100.0	
ORUE1000023D00000815          	2022	A01	12.7	
ORUE1000023F00000423          	2022	A01	98.3	7
ORUE1000023F00000437          	2022	A01	98.3	7
ORUE1000023F00000451          	2022	A01	99.8	7
ORUE1000023F00000465          	2022	A01	98.3	7
ORUE1000023F00000479          	2022	A01	100.0	7
ORUE1000023F00000520          	2022	A01	98.9	7
ORUE1000023F00000534          	2022	A01	100.0	7
ORUE1000023F00000571          	2022	A01	21.3	
ORUE1000023F00000572          	2022	A01	78.7	7
ORUE1000023F00000612          	2022	A01	83.1	7
ORUE1000023F00000613          	2022	A01	5.0	
ORUE1000023F00000614          	2022	A01	9.4	
ORUE1000023F00000772          	2022	A01	98.3	7
ORUE1000023F00000807          	2022	A01	99.8	
ORUE1000023F00000815          	2022	A01	16.9	
ORUE1000023G00000423          	2022	A01	99.2	7
ORUE1000023G00000437          	2022	A01	99.9	7
ORUE1000023G00000451          	2022	A01	95.9	7
ORUE1000023G00000453          	2022	A01	0.7	
ORUE1000023G00000465          	2022	A01	99.9	7
ORUE1000023G00000479          	2022	A01	99.3	7
ORUE1000023G00000520          	2022	A01	96.1	7
ORUE1000023G00000521          	2022	A01	2.7	
ORUE1000023G00000534          	2022	A01	97.8	7
ORUE1000023G00000571          	2022	A01	20.2	
ORUE1000023G00000572          	2022	A01	79.8	7
ORUE1000023G00000612          	2022	A01	66.4	7
ORUE1000023G00000613          	2022	A01	14.0	
ORUE1000023G00000614          	2022	A01	19.6	
ORUE1000023G00000772          	2022	A01	99.5	7
ORUE1000023G00000792          	2022	A01	3.9	
ORUE1000023G00000795          	2022	A01	3.9	
ORUE1000023G00000806          	2022	A01	1.0	
ORUE1000023G00000807          	2022	A01	99.0	
ORUE1000023G00000815          	2022	A01	33.6	
ORUE1000023G00000845          	2022	A01	4.1	
ORUE1000023K00000423          	2022	A01	94.9	7
ORUE1000023K00000437          	2022	A01	85.2	7
ORUE1000023K00000451          	2022	A01	40.2	
ORUE1000023K00000465          	2022	A01	98.4	7
ORUE1000023K00000479          	2022	A01	72.4	7
ORUE1000023K00000480          	2022	A01	13.6	
ORUE1000023K00000520          	2022	A01	38.6	
ORUE1000023K00000534          	2022	A01	50.2	7
ORUE1000023K00000572          	2022	A01	86.8	7
ORUE1000023K00000573          	2022	A01	13.0	
ORUE1000023K00000772          	2022	A01	79.6	7
ORUE1000023K00000786          	2022	A01	20.4	
ORUE1000023K00000788          	2022	A01	20.4	
ORUE1000023K00000791          	2022	A01	27.6	
ORUE1000023K00000792          	2022	A01	61.4	
ORUE1000023K00000794          	2022	A01	22.1	
ORUE1000023K00000795          	2022	A01	39.3	
ORUE1000023K00000797          	2022	A01	1.6	
ORUE1000023K00000806          	2022	A01	39.0	
ORUE1000023K00000807          	2022	A01	61.0	
ORUE1000023K00000815          	2022	A01	92.4	
ORUE1000023K00000822          	2022	A01	49.8	
ORUE1000023K00000824          	2022	A01	33.2	
ORUE1000023K00000825          	2022	A01	16.6	
ORUE1000023K00000845          	2022	A01	59.8	
ORUE1000023M00000423          	2022	A01	100.0	7
ORUE1000023M00000437          	2022	A01	100.0	7
ORUE1000023M00000451          	2022	A01	99.8	7
ORUE1000023M00000465          	2022	A01	100.0	7
ORUE1000023M00000479          	2022	A01	100.0	7
ORUE1000023M00000520          	2022	A01	99.8	7
ORUE1000023M00000534          	2022	A01	86.6	7
ORUE1000023M00000612          	2022	A01	86.5	7
ORUE1000023M00000772          	2022	A01	99.8	7
ORUE1000023M00000807          	2022	A01	100.0	
ORUE1000023Q00000423          	2022	A01	99.2	7
ORUE1000023Q00000437          	2022	A01	100.0	7
ORUE1000023Q00000451          	2022	A01	97.7	7
ORUE1000023Q00000465          	2022	A01	99.9	7
ORUE1000023Q00000479          	2022	A01	100.0	7
ORUE1000023Q00000520          	2022	A01	99.5	7
ORUE1000023Q00000534          	2022	A01	100.0	7
ORUE1000023Q00000571          	2022	A01	31.2	
ORUE1000023Q00000572          	2022	A01	68.5	7
ORUE1000023Q00000612          	2022	A01	94.9	7
ORUE1000023Q00000772          	2022	A01	99.7	7
ORUE1000023Q00000807          	2022	A01	97.2	
ORUE1000023Q00000845          	2022	A01	2.3	
ORUE1000023R00000423          	2022	A01	100.0	7
ORUE1000023R00000437          	2022	A01	100.0	7
ORUE1000023R00000451          	2022	A01	100.0	7
ORUE1000023R00000465          	2022	A01	100.0	7
ORUE1000023R00000479          	2022	A01	100.0	7
ORUE1000023R00000520          	2022	A01	100.0	7
ORUE1000023R00000534          	2022	A01	100.0	7
ORUE1000023R00000572          	2022	A01	96.5	7
ORUE1000023R00000612          	2022	A01	99.3	7
ORUE1000023R00000772          	2022	A01	96.8	7
ORUE1000023R00000807          	2022	A01	100.0	
ORUE1000023U00000423          	2022	A01	100.0	7
ORUE1000023U00000437          	2022	A01	100.0	7
ORUE1000023U00000451          	2022	A01	99.6	7
ORUE1000023U00000465          	2022	A01	100.0	7
ORUE1000023U00000479          	2022	A01	100.0	7
ORUE1000023U00000520          	2022	A01	100.0	7
ORUE1000023U00000534          	2022	A01	100.0	7
ORUE1000023U00000571          	2022	A01	17.0	
ORUE1000023U00000572          	2022	A01	83.0	7
ORUE1000023U00000612          	2022	A01	97.1	7
ORUE1000023U00000772          	2022	A01	100.0	7
ORUE1000023U00000807          	2022	A01	100.0	
ORUE1000023V00000423          	2022	A01	100.0	7
ORUE1000023V00000437          	2022	A01	100.0	7
ORUE1000023V00000451          	2022	A01	99.9	7
ORUE1000023V00000465          	2022	A01	100.0	7
ORUE1000023V00000479          	2022	A01	100.0	7
ORUE1000023V00000520          	2022	A01	100.0	7
ORUE1000023V00000534          	2022	A01	100.0	7
ORUE1000023V00000571          	2022	A01	33.4	
ORUE1000023V00000572          	2022	A01	66.6	7
ORUE1000023V00000612          	2022	A01	98.7	7
ORUE1000023V00000613          	2022	A01	1.1	
ORUE1000023V00000772          	2022	A01	100.0	7
ORUE1000023V00000807          	2022	A01	99.9	
ORUE1000023V00000815          	2022	A01	1.3	
ORUE1000023W00000423          	2022	A01	100.0	7
ORUE1000023W00000437          	2022	A01	100.0	7
ORUE1000023W00000451          	2022	A01	100.0	7
ORUE1000023W00000465          	2022	A01	100.0	7
ORUE1000023W00000479          	2022	A01	100.0	7
ORUE1000023W00000520          	2022	A01	100.0	7
ORUE1000023W00000534          	2022	A01	100.0	7
ORUE1000023W00000572          	2022	A01	56.9	7
ORUE1000023W00000573          	2022	A01	37.7	
ORUE1000023W00000612          	2022	A01	100.0	7
ORUE1000023W00000772          	2022	A01	64.1	7
ORUE1000023W00000776          	2022	A01	35.9	
ORUE1000023W00000786          	2022	A01	35.9	
ORUE1000023W00000789          	2022	A01	35.9	
ORUE1000023W00000807          	2022	A01	100.0	
ORUE1000023X00000423          	2022	A01	100.0	7
ORUE1000023X00000437          	2022	A01	100.0	7
ORUE1000023X00000451          	2022	A01	100.0	7
ORUE1000023X00000465          	2022	A01	100.0	7
ORUE1000023X00000479          	2022	A01	100.0	7
ORUE1000023X00000520          	2022	A01	100.0	7
ORUE1000023X00000534          	2022	A01	100.0	7
ORUE1000023X00000571          	2022	A01	36.2	
ORUE1000023X00000572          	2022	A01	63.8	7
ORUE1000023X00000612          	2022	A01	100.0	7
ORUE1000023X00000772          	2022	A01	100.0	7
ORUE1000023X00000807          	2022	A01	100.0	
ORUE1000023Y00000423          	2022	A01	99.3	7
ORUE1000023Y00000437          	2022	A01	97.3	7
ORUE1000023Y00000451          	2022	A01	99.7	7
ORUE1000023Y00000465          	2022	A01	99.8	7
ORUE1000023Y00000479          	2022	A01	100.0	7
ORUE1000023Y00000520          	2022	A01	99.7	7
ORUE1000023Y00000534          	2022	A01	99.8	7
ORUE1000023Y00000571          	2022	A01	25.2	
ORUE1000023Y00000572          	2022	A01	74.8	7
ORUE1000023Y00000612          	2022	A01	98.9	7
ORUE1000023Y00000772          	2022	A01	99.8	7
ORUE1000023Y00000807          	2022	A01	99.4	
ORUE1000023Z00000423          	2022	A01	100.0	7
ORUE1000023Z00000437          	2022	A01	100.0	7
ORUE1000023Z00000451          	2022	A01	100.0	7
ORUE1000023Z00000465          	2022	A01	100.0	7
ORUE1000023Z00000479          	2022	A01	100.0	7
ORUE1000023Z00000520          	2022	A01	100.0	7
ORUE1000023Z00000534          	2022	A01	100.0	7
ORUE1000023Z00000571          	2022	A01	36.8	
ORUE1000023Z00000572          	2022	A01	63.2	7
ORUE1000023Z00000612          	2022	A01	100.0	7
ORUE1000023Z00000772          	2022	A01	100.0	7
ORUE1000023Z00000807          	2022	A01	100.0	
ORUE1000024E00000423          	2022	A01	100.0	7
ORUE1000024E00000437          	2022	A01	100.0	7
ORUE1000024E00000451          	2022	A01	98.4	7
ORUE1000024E00000465          	2022	A01	99.0	7
ORUE1000024E00000479          	2022	A01	100.0	7
ORUE1000024E00000520          	2022	A01	100.0	7
ORUE1000024E00000534          	2022	A01	100.0	7
ORUE1000024E00000571          	2022	A01	10.0	
ORUE1000024E00000572          	2022	A01	90.0	7
ORUE1000024E00000612          	2022	A01	98.3	7
ORUE1000024E00000772          	2022	A01	100.0	7
ORUE1000024E00000807          	2022	A01	100.0	
ORUE1000024F00000423          	2022	A01	100.0	7
ORUE1000024F00000437          	2022	A01	100.0	7
ORUE1000024F00000451          	2022	A01	99.4	7
ORUE1000024F00000465          	2022	A01	100.0	7
ORUE1000024F00000479          	2022	A01	100.0	7
ORUE1000024F00000520          	2022	A01	100.0	7
ORUE1000024F00000534          	2022	A01	100.0	7
ORUE1000024F00000572          	2022	A01	56.4	7
ORUE1000024F00000612          	2022	A01	99.4	7
ORUE1000024F00000772          	2022	A01	99.4	7
ORUE1000024F00000807          	2022	A01	100.0	
ORUE1000024G00000423          	2022	A01	100.0	7
ORUE1000024G00000437          	2022	A01	100.0	7
ORUE1000024G00000451          	2022	A01	93.2	7
ORUE1000024G00000465          	2022	A01	100.0	7
ORUE1000024G00000479          	2022	A01	100.0	7
ORUE1000024G00000520          	2022	A01	100.0	7
ORUE1000024G00000534          	2022	A01	100.0	7
ORUE1000024G00000571          	2022	A01	21.5	
ORUE1000024G00000572          	2022	A01	78.4	7
ORUE1000024G00000612          	2022	A01	94.3	7
ORUE1000024G00000772          	2022	A01	99.6	7
ORUE1000024G00000807          	2022	A01	100.0	
ORUE1000024I00000423          	2022	A01	100.0	7
ORUE1000024I00000437          	2022	A01	100.0	7
ORUE1000024I00000451          	2022	A01	91.8	7
ORUE1000024I00000465          	2022	A01	100.0	7
ORUE1000024I00000479          	2022	A01	100.0	7
ORUE1000024I00000520          	2022	A01	100.0	7
ORUE1000024I00000534          	2022	A01	100.0	7
ORUE1000024I00000571          	2022	A01	4.6	
ORUE1000024I00000572          	2022	A01	95.4	7
ORUE1000024I00000612          	2022	A01	90.1	7
ORUE1000024I00000772          	2022	A01	98.9	7
ORUE1000024I00000807          	2022	A01	100.0	
ORUE1000024I00000845          	2022	A01	8.2	
ORUE1000024J00000423          	2022	A01	100.0	7
ORUE1000024J00000437          	2022	A01	100.0	7
ORUE1000024J00000451          	2022	A01	100.0	7
