series_id                     	year	period	value	footnote_codes
ORUV1000015X00000113          	2022	A01	1825.00	
ORUV1000015X00000114          	2022	A01	33.7	
ORUV1000015X00001029          	2022	A01	71.0	7
ORUV1000015X00001084          	2022	A01	56.3	7
ORUV1000015X00001085          	2022	A01	27.3	
ORUV1000015X00001087          	2022	A01	46.1	7
ORUV1000015X00001088          	2022	A01	37.6	
ORUV1000015X00001107          	2022	A01	42.3	7
ORUV1000015X00001108          	2022	A01	14.0	
ORUV1000015X00001111          	2022	A01	40.3	7
ORUV1000015X00001112          	2022	A01	5.7	
ORUV1000015Z00000070          	2022	A01	28.8	
ORUV1000015Z00000071          	2022	A01	71.0	7
ORUV1000015Z00000080          	2022	A01	72.2	7
ORUV1000015Z00000098          	2022	A01	100.0	7
ORUV1000015Z00000107          	2022	A01	25.4	
ORUV1000015Z00000108          	2022	A01	654.29	
ORUV1000015Z00000110          	2022	A01	365.00	
ORUV1000015Z00000111          	2022	A01	730.00	
ORUV1000015Z00000113          	2022	A01	1095.00	
ORUV1000015Z00000114          	2022	A01	74.6	7
ORUV1000015Z00000116          	2022	A01	45.79	
ORUV1000015Z00000118          	2022	A01	14.00	
ORUV1000015Z00000119          	2022	A01	27.00	
ORUV1000015Z00000120          	2022	A01	28.63	
ORUV1000015Z00000121          	2022	A01	60.00	
ORUV1000015Z00000122          	2022	A01	68.5	7
ORUV1000015Z00000123          	2022	A01	31.5	
ORUV1000015Z00001029          	2022	A01	26.7	
ORUV1000015Z00001087          	2022	A01	100.0	7
ORUV1000015Z00001111          	2022	A01	94.8	7
ORUV1000015Z00001112          	2022	A01	5.2	
ORUV1000016B00000071          	2022	A01	95.6	7
ORUV1000016B00000080          	2022	A01	91.2	7
ORUV1000016B00000098          	2022	A01	100.0	7
ORUV1000016B00001087          	2022	A01	100.0	7
ORUV1000016B00001111          	2022	A01	83.7	7
ORUV1000016B00001112          	2022	A01	16.3	
ORUV1000016C00000070          	2022	A01	30.1	
ORUV1000016C00000071          	2022	A01	61.7	7
ORUV1000016C00000079          	2022	A01	35.9	7
ORUV1000016C00000080          	2022	A01	30.2	
ORUV1000016C00000098          	2022	A01	100.0	7
ORUV1000016C00000107          	2022	A01	26.1	
ORUV1000016C00000108          	2022	A01	1038.05	
ORUV1000016C00000109          	2022	A01	365.00	
ORUV1000016C00000111          	2022	A01	730.00	
ORUV1000016C00000113          	2022	A01	2555.00	
ORUV1000016C00000114          	2022	A01	73.9	7
ORUV1000016C00000116          	2022	A01	35.24	
ORUV1000016C00000121          	2022	A01	90.00	
ORUV1000016C00000122          	2022	A01	83.5	7
ORUV1000016C00000123          	2022	A01	16.5	
ORUV1000016C00001029          	2022	A01	33.5	
ORUV1000016C00001084          	2022	A01	18.3	
ORUV1000016C00001085          	2022	A01	81.7	7
ORUV1000016C00001087          	2022	A01	92.6	7
ORUV1000016C00001107          	2022	A01	18.3	
ORUV1000016C00001111          	2022	A01	91.8	7
ORUV1000016D00000068          	2022	A01	8.3	
ORUV1000016D00000069          	2022	A01	23.6	
ORUV1000016D00000070          	2022	A01	53.0	7
ORUV1000016D00000071          	2022	A01	14.8	
ORUV1000016D00000076          	2022	A01	7.4	
ORUV1000016D00000077          	2022	A01	28.5	
ORUV1000016D00000098          	2022	A01	97.7	7
ORUV1000016D00000107          	2022	A01	45.8	
ORUV1000016D00000108          	2022	A01	504.40	
ORUV1000016D00000109          	2022	A01	180.00	
ORUV1000016D00000110          	2022	A01	365.00	
ORUV1000016D00000111          	2022	A01	365.00	
ORUV1000016D00000113          	2022	A01	1095.00	
ORUV1000016D00000114          	2022	A01	54.2	7
ORUV1000016D00000122          	2022	A01	63.8	7
ORUV1000016D00000123          	2022	A01	36.2	
ORUV1000016D00000804          	2022	A01	51.6	7
ORUV1000016D00001084          	2022	A01	70.8	7
ORUV1000016D00001085          	2022	A01	26.8	
ORUV1000016D00001087          	2022	A01	58.8	7
ORUV1000016D00001088          	2022	A01	38.9	
ORUV1000016D00001107          	2022	A01	65.7	7
ORUV1000016D00001108          	2022	A01	5.2	
ORUV1000016D00001111          	2022	A01	54.4	7
ORUV1000016E00000077          	2022	A01	48.1	7
ORUV1000016E00000098          	2022	A01	100.0	7
ORUV1000016E00000107          	2022	A01	30.9	
ORUV1000016E00000114          	2022	A01	69.1	7
ORUV1000016E00000804          	2022	A01	43.5	
ORUV1000016E00001084          	2022	A01	62.0	7
ORUV1000016E00001085          	2022	A01	38.0	
ORUV1000016E00001087          	2022	A01	92.1	7
ORUV1000016E00001107          	2022	A01	56.8	7
ORUV1000016E00001111          	2022	A01	87.0	7
ORUV1000016F00000070          	2022	A01	26.7	
ORUV1000016F00000071          	2022	A01	68.8	7
ORUV1000016F00000079          	2022	A01	90.6	7
ORUV1000016F00000098          	2022	A01	100.0	7
ORUV1000016F00000107          	2022	A01	26.7	
ORUV1000016F00000108          	2022	A01	380.79	
ORUV1000016F00000109          	2022	A01	135.00	
ORUV1000016F00000110          	2022	A01	157.50	
ORUV1000016F00000111          	2022	A01	252.00	
ORUV1000016F00000113          	2022	A01	730.00	
ORUV1000016F00000114          	2022	A01	73.3	7
ORUV1000016F00000116          	2022	A01	21.34	
ORUV1000016F00000118          	2022	A01	7.00	
ORUV1000016F00000119          	2022	A01	11.38	
ORUV1000016F00000120          	2022	A01	28.00	
ORUV1000016F00000122          	2022	A01	55.1	7
ORUV1000016F00000123          	2022	A01	44.9	
ORUV1000016F00001029          	2022	A01	9.4	
ORUV1000016F00001084          	2022	A01	33.3	
ORUV1000016F00001085          	2022	A01	66.7	7
ORUV1000016F00001087          	2022	A01	94.3	7
ORUV1000016F00001088          	2022	A01	5.7	
ORUV1000016F00001107          	2022	A01	23.4	
ORUV1000016F00001111          	2022	A01	89.5	7
ORUV1000016F00001112          	2022	A01	4.8	
ORUV1000016G00000064          	2022	A01	17.9	
ORUV1000016G00000065          	2022	A01	34.6	7
ORUV1000016G00000069          	2022	A01	10.5	
ORUV1000016G00000070          	2022	A01	26.1	
ORUV1000016G00000075          	2022	A01	18.3	
ORUV1000016G00000076          	2022	A01	79.5	7
ORUV1000016G00000085          	2022	A01	16.0	7
ORUV1000016G00000098          	2022	A01	39.2	
ORUV1000016G00000099          	2022	A01	60.8	7
ORUV1000016G00000107          	2022	A01	41.0	
ORUV1000016G00000114          	2022	A01	59.0	7
ORUV1000016G00000116          	2022	A01	39.02	
ORUV1000016G00000117          	2022	A01	0.49	
ORUV1000016G00000120          	2022	A01	90.00	
ORUV1000016G00000121          	2022	A01	90.00	
ORUV1000016G00000122          	2022	A01	89.6	7
ORUV1000016G00000123          	2022	A01	10.4	
ORUV1000016H00000070          	2022	A01	65.0	7
ORUV1000016H00000071          	2022	A01	25.5	
ORUV1000016H00000098          	2022	A01	72.2	7
ORUV1000016H00000099          	2022	A01	27.8	
ORUV1000016H00000107          	2022	A01	37.6	
ORUV1000016H00000108          	2022	A01	456.59	
ORUV1000016H00000109          	2022	A01	365.00	
ORUV1000016H00000110          	2022	A01	365.00	
ORUV1000016H00000111          	2022	A01	365.00	
ORUV1000016H00000113          	2022	A01	730.00	
ORUV1000016H00000114          	2022	A01	62.4	7
ORUV1000016H00000116          	2022	A01	29.51	
ORUV1000016H00000119          	2022	A01	27.00	
ORUV1000016H00000120          	2022	A01	42.00	
ORUV1000016H00000121          	2022	A01	42.00	
ORUV1000016H00000122          	2022	A01	59.7	7
ORUV1000016H00000123          	2022	A01	40.3	
ORUV1000016H00001029          	2022	A01	75.2	7
ORUV1000016H00001084          	2022	A01	51.6	7
ORUV1000016H00001085          	2022	A01	20.6	
ORUV1000016H00001107          	2022	A01	41.2	7
ORUV1000016L00000071          	2022	A01	76.9	7
ORUV1000016L00000079          	2022	A01	90.9	7
ORUV1000016L00000098          	2022	A01	100.0	7
ORUV1000016L00000107          	2022	A01	33.3	
ORUV1000016L00000108          	2022	A01	707.59	
ORUV1000016L00000109          	2022	A01	365.00	
ORUV1000016L00000111          	2022	A01	730.00	
ORUV1000016L00000112          	2022	A01	730.00	
ORUV1000016L00000113          	2022	A01	1095.00	
ORUV1000016L00000114          	2022	A01	66.7	7
ORUV1000016L00000116          	2022	A01	40.36	
ORUV1000016L00000121          	2022	A01	66.40	
ORUV1000016L00000122          	2022	A01	70.4	7
ORUV1000016L00000123          	2022	A01	29.6	
ORUV1000016L00001087          	2022	A01	99.6	7
ORUV1000016L00001111          	2022	A01	99.5	7
ORUV1000016M00000070          	2022	A01	11.8	
ORUV1000016M00000071          	2022	A01	88.1	7
ORUV1000016M00000079          	2022	A01	98.2	7
ORUV1000016M00000098          	2022	A01	100.0	7
ORUV1000016M00000107          	2022	A01	35.4	
ORUV1000016M00000108          	2022	A01	983.66	
ORUV1000016M00000109          	2022	A01	365.00	
ORUV1000016M00000111          	2022	A01	730.00	
ORUV1000016M00000113          	2022	A01	1825.00	
ORUV1000016M00000114          	2022	A01	64.6	7
ORUV1000016M00000116          	2022	A01	28.24	
ORUV1000016M00000117          	2022	A01	7.00	
ORUV1000016M00000118          	2022	A01	7.00	
ORUV1000016M00000120          	2022	A01	30.00	
ORUV1000016M00000121          	2022	A01	42.94	
ORUV1000016M00000122          	2022	A01	65.7	7
ORUV1000016M00000123          	2022	A01	34.3	
ORUV1000016M00001084          	2022	A01	34.3	
ORUV1000016M00001085          	2022	A01	65.7	7
ORUV1000016M00001087          	2022	A01	93.3	7
ORUV1000016M00001107          	2022	A01	33.4	
ORUV1000016M00001111          	2022	A01	92.6	7
ORUV1000016N00000079          	2022	A01	56.9	7
ORUV1000016N00000080          	2022	A01	39.4	
ORUV1000016N00000098          	2022	A01	100.0	7
ORUV1000016N00000107          	2022	A01	36.0	
ORUV1000016N00000108          	2022	A01	1245.56	
ORUV1000016N00000109          	2022	A01	365.00	
ORUV1000016N00000111          	2022	A01	1095.00	
ORUV1000016N00000113          	2022	A01	2555.00	
ORUV1000016N00000114          	2022	A01	64.0	7
ORUV1000016N00001084          	2022	A01	28.3	
ORUV1000016N00001085          	2022	A01	71.7	7
ORUV1000016N00001087          	2022	A01	99.5	7
ORUV1000016N00001107          	2022	A01	28.2	
ORUV1000016N00001111          	2022	A01	98.8	7
ORUV1000016T00000071          	2022	A01	93.0	7
ORUV1000016T00000072          	2022	A01	7.0	
ORUV1000016T00000080          	2022	A01	100.0	7
ORUV1000016T00000098          	2022	A01	100.0	7
ORUV1000016T00000107          	2022	A01	60.1	7
ORUV1000016T00001084          	2022	A01	20.3	
ORUV1000016T00001085          	2022	A01	79.7	7
ORUV1000016T00001087          	2022	A01	100.0	7
ORUV1000016T00001108          	2022	A01	5.3	
ORUV1000016T00001111          	2022	A01	97.0	7
ORUV1000016W00000071          	2022	A01	69.4	7
ORUV1000016W00000072          	2022	A01	30.6	
ORUV1000016W00000080          	2022	A01	100.0	7
ORUV1000016W00000098          	2022	A01	100.0	7
ORUV1000016W00000107          	2022	A01	29.0	
ORUV1000016W00000114          	2022	A01	71.0	7
ORUV1000016W00000116          	2022	A01	21.40	
ORUV1000016W00000117          	2022	A01	1.00	
ORUV1000016W00000120          	2022	A01	28.00	
ORUV1000016W00000122          	2022	A01	55.2	7
ORUV1000016W00000123          	2022	A01	44.8	
ORUV1000016W00001084          	2022	A01	43.7	
ORUV1000016W00001085          	2022	A01	56.3	7
ORUV1000016W00001087          	2022	A01	100.0	7
ORUV1000016W00001108          	2022	A01	22.8	
ORUV1000016W00001111          	2022	A01	86.0	7
ORUV1000016W00001112          	2022	A01	14.0	
ORUV1000017I00000069          	2022	A01	33.7	
ORUV1000017I00000070          	2022	A01	51.4	7
ORUV1000017I00000071          	2022	A01	7.7	
ORUV1000017I00000076          	2022	A01	3.9	
ORUV1000017I00000077          	2022	A01	19.3	
ORUV1000017I00000098          	2022	A01	100.0	7
ORUV1000017I00000107          	2022	A01	22.7	
ORUV1000017I00000114          	2022	A01	77.3	7
ORUV1000017I00000116          	2022	A01	14.40	
ORUV1000017I00000117          	2022	A01	1.00	
ORUV1000017I00000121          	2022	A01	35.40	
ORUV1000017I00000122          	2022	A01	47.4	
ORUV1000017I00000123          	2022	A01	52.6	7
ORUV1000017I00000804          	2022	A01	62.7	7
ORUV1000017I00001029          	2022	A01	13.6	
ORUV1000017I00001084          	2022	A01	16.0	
ORUV1000017I00001085          	2022	A01	84.0	7
ORUV1000017I00001087          	2022	A01	92.4	7
ORUV1000017I00001107          	2022	A01	13.0	
ORUV1000017I00001111          	2022	A01	88.6	7
ORUV1000017I00001112          	2022	A01	3.8	
ORUV1000017K00000069          	2022	A01	41.3	7
ORUV1000017K00000070          	2022	A01	38.3	
ORUV1000017K00000076          	2022	A01	27.4	7
ORUV1000017K00000077          	2022	A01	24.5	
ORUV1000017K00000098          	2022	A01	67.3	7
ORUV1000017K00000099          	2022	A01	32.7	
ORUV1000017K00000107          	2022	A01	40.3	
ORUV1000017K00000108          	2022	A01	475.37	
ORUV1000017K00000110          	2022	A01	365.00	
ORUV1000017K00000111          	2022	A01	365.00	
ORUV1000017K00000113          	2022	A01	1095.00	
ORUV1000017K00000114          	2022	A01	59.7	7
ORUV1000017K00000116          	2022	A01	73.82	
ORUV1000017K00000117          	2022	A01	7.00	
ORUV1000017K00000122          	2022	A01	62.7	7
ORUV1000017K00000123          	2022	A01	37.3	
ORUV1000017K00001029          	2022	A01	24.8	
ORUV1000017K00001084          	2022	A01	51.5	7
ORUV1000017K00001085          	2022	A01	15.8	
ORUV1000017K00001087          	2022	A01	15.7	
ORUV1000017K00001088          	2022	A01	51.6	7
ORUV1000017K00001107          	2022	A01	43.0	7
ORUV1000017K00001111          	2022	A01	11.8	
ORUV1000017L00000077          	2022	A01	73.5	7
ORUV1000017L00000098          	2022	A01	72.3	7
ORUV1000017L00000099          	2022	A01	27.7	
ORUV1000017L00000107          	2022	A01	46.8	
ORUV1000017L00000114          	2022	A01	53.2	7
ORUV1000017L00001084          	2022	A01	42.2	7
ORUV1000017L00001085          	2022	A01	30.2	
ORUV1000017L00001107          	2022	A01	41.7	7
ORUV1000017N00000076          	2022	A01	25.1	
ORUV1000017N00000077          	2022	A01	24.1	
ORUV1000017N00000107          	2022	A01	38.8	
ORUV1000017N00000108          	2022	A01	551.67	
ORUV1000017N00000110          	2022	A01	365.00	
ORUV1000017N00000111          	2022	A01	730.00	
ORUV1000017N00000112          	2022	A01	730.00	
ORUV1000017N00000113          	2022	A01	730.00	
ORUV1000017N00000114          	2022	A01	61.2	7
ORUV1000017N00000804          	2022	A01	48.7	7
ORUV1000017N00001084          	2022	A01	81.9	7
ORUV1000017N00001085          	2022	A01	16.4	
ORUV1000017N00001087          	2022	A01	13.2	
ORUV1000017N00001088          	2022	A01	85.2	7
ORUV1000017N00001107          	2022	A01	72.2	7
ORUV1000017N00001111          	2022	A01	12.5	
ORUV1000017O00000064          	2022	A01	-	1
ORUV1000017O00000065          	2022	A01	-	1
ORUV1000017O00000068          	2022	A01	6.6	
ORUV1000017O00000069          	2022	A01	24.0	
ORUV1000017O00000070          	2022	A01	63.6	7
ORUV1000017O00000071          	2022	A01	5.1	
ORUV1000017O00000076          	2022	A01	5.3	
ORUV1000017O00000077          	2022	A01	36.8	
ORUV1000017O00000098          	2022	A01	99.2	7
ORUV1000017O00000107          	2022	A01	32.6	
ORUV1000017O00000108          	2022	A01	575.56	
ORUV1000017O00000109          	2022	A01	365.00	
ORUV1000017O00000110          	2022	A01	365.00	
ORUV1000017O00000112          	2022	A01	730.00	
ORUV1000017O00000113          	2022	A01	730.00	
ORUV1000017O00000114          	2022	A01	67.4	7
ORUV1000017O00000116          	2022	A01	30.51	
ORUV1000017O00000117          	2022	A01	7.00	
ORUV1000017O00000118          	2022	A01	14.00	
ORUV1000017O00000119          	2022	A01	15.00	
ORUV1000017O00000120          	2022	A01	30.00	
ORUV1000017O00000121          	2022	A01	60.00	
ORUV1000017O00000122          	2022	A01	66.9	7
ORUV1000017O00000123          	2022	A01	33.1	
ORUV1000017O00000804          	2022	A01	42.8	7
ORUV1000017O00001029          	2022	A01	14.2	
ORUV1000017O00001084          	2022	A01	58.0	7
ORUV1000017O00001085          	2022	A01	41.2	
ORUV1000017O00001087          	2022	A01	55.5	7
ORUV1000017O00001088          	2022	A01	43.7	
ORUV1000017O00001090          	2022	A01	6.7	
ORUV1000017O00001091          	2022	A01	92.5	7
ORUV1000017O00001107          	2022	A01	45.3	7
ORUV1000017O00001108          	2022	A01	12.7	
ORUV1000017O00001111          	2022	A01	54.4	7
ORUV1000017O00001112          	2022	A01	1.1	
ORUV1000017O00001115          	2022	A01	411.53	
ORUV1000017O00001116          	2022	A01	360.00	
ORUV1000017O00001117          	2022	A01	360.00	
ORUV1000017O00001118          	2022	A01	360.00	
ORUV1000017O00001119          	2022	A01	365.00	
ORUV1000017O00001120          	2022	A01	730.00	
ORUV1000017O00001127          	2022	A01	5.0	
ORUV1000017O00001128          	2022	A01	1.7	
ORUV1000017P00000069          	2022	A01	33.3	
ORUV1000017P00000070          	2022	A01	54.5	7
ORUV1000017P00000077          	2022	A01	35.5	
ORUV1000017P00000098          	2022	A01	100.0	7
ORUV1000017P00000107          	2022	A01	39.8	
ORUV1000017P00000108          	2022	A01	456.00	
ORUV1000017P00000110          	2022	A01	365.00	
ORUV1000017P00000111          	2022	A01	365.00	
ORUV1000017P00000114          	2022	A01	60.2	7
ORUV1000017P00000116          	2022	A01	26.07	
ORUV1000017P00000117          	2022	A01	7.00	
ORUV1000017P00000119          	2022	A01	21.00	
ORUV1000017P00000120          	2022	A01	30.00	
ORUV1000017P00000121          	2022	A01	55.93	
ORUV1000017P00000122          	2022	A01	75.5	7
ORUV1000017P00000123          	2022	A01	24.5	
ORUV1000017P00000804          	2022	A01	49.0	7
ORUV1000017P00001084          	2022	A01	58.2	7
ORUV1000017P00001085          	2022	A01	41.8	
ORUV1000017P00001087          	2022	A01	68.6	7
ORUV1000017P00001088          	2022	A01	31.4	
ORUV1000017P00001107          	2022	A01	53.5	7
ORUV1000017P00001108          	2022	A01	4.6	
ORUV1000017P00001111          	2022	A01	59.9	7
ORUV1000017P00001112          	2022	A01	8.7	
ORUV1000017Q00001084          	2022	A01	86.8	7
ORUV1000017Q00001085          	2022	A01	12.8	
ORUV1000017Q00001087          	2022	A01	80.8	7
ORUV1000017Q00001107          	2022	A01	83.4	7
ORUV1000017Q00001111          	2022	A01	80.8	7
ORUV1000017S00000065          	2022	A01	7.8	
ORUV1000017S00000066          	2022	A01	37.9	7
ORUV1000017S00000067          	2022	A01	16.4	
ORUV1000017S00000068          	2022	A01	18.9	
ORUV1000017S00000069          	2022	A01	11.6	
ORUV1000017S00000071          	2022	A01	1.8	
ORUV1000017S00000075          	2022	A01	12.3	
ORUV1000017S00000076          	2022	A01	83.4	7
ORUV1000017S00000085          	2022	A01	12.3	7
ORUV1000017S00000098          	2022	A01	94.0	7
ORUV1000017S00000107          	2022	A01	29.6	
ORUV1000017S00000108          	2022	A01	341.88	
ORUV1000017S00000109          	2022	A01	90.00	
ORUV1000017S00000110          	2022	A01	180.00	
ORUV1000017S00000113          	2022	A01	730.00	
ORUV1000017S00000114          	2022	A01	70.4	7
ORUV1000017S00000116          	2022	A01	37.95	
ORUV1000017S00000117          	2022	A01	9.00	
ORUV1000017S00000118          	2022	A01	14.00	
ORUV1000017S00000119          	2022	A01	24.00	
ORUV1000017S00000120          	2022	A01	42.00	
ORUV1000017S00000121          	2022	A01	90.00	
ORUV1000017S00000122          	2022	A01	89.5	7
ORUV1000017S00000123          	2022	A01	10.5	
ORUV1000017S00001084          	2022	A01	27.3	
ORUV1000017S00001085          	2022	A01	66.7	7
ORUV1000017S00001087          	2022	A01	70.6	7
ORUV1000017S00001088          	2022	A01	23.4	
ORUV1000017S00001090          	2022	A01	42.8	
ORUV1000017S00001091          	2022	A01	51.2	7
ORUV1000017S00001107          	2022	A01	8.7	
ORUV1000017S00001108          	2022	A01	18.6	
ORUV1000017S00001111          	2022	A01	56.6	7
ORUV1000017S00001112          	2022	A01	14.1	
ORUV1000017S00001128          	2022	A01	40.4	
ORUV1000017S00001135          	2022	A01	89.61	
ORUV1000017S00001136          	2022	A01	18.75	
ORUV1000017S00001137          	2022	A01	20.00	
ORUV1000017S00001138          	2022	A01	21.75	
ORUV1000017T00000069          	2022	A01	17.1	
ORUV1000017T00000070          	2022	A01	32.1	7
ORUV1000017T00000076          	2022	A01	65.3	7
ORUV1000017T00000098          	2022	A01	100.0	7
ORUV1000017T00000116          	2022	A01	56.42	
ORUV1000017T00000117          	2022	A01	8.00	
ORUV1000017T00000118          	2022	A01	11.00	
ORUV1000017T00000121          	2022	A01	150.00	
ORUV1000017T00000122          	2022	A01	83.4	7
ORUV1000017T00000123          	2022	A01	16.6	
ORUV1000017T00001084          	2022	A01	55.4	7
ORUV1000017T00001085          	2022	A01	44.6	7
ORUV1000017T00001087          	2022	A01	76.5	7
ORUV1000017T00001088          	2022	A01	23.5	
ORUV1000017T00001090          	2022	A01	41.9	
ORUV1000017T00001091          	2022	A01	58.1	7
ORUV1000017T00001111          	2022	A01	57.9	7
ORUV1000017T00001128          	2022	A01	34.7	
ORUV1000017V00000065          	2022	A01	5.0	
ORUV1000017V00000066          	2022	A01	14.3	
ORUV1000017V00000067          	2022	A01	23.7	
ORUV1000017V00000068          	2022	A01	18.3	
ORUV1000017V00000069          	2022	A01	32.7	7
ORUV1000017V00000070          	2022	A01	5.1	
ORUV1000017V00000076          	2022	A01	84.9	7
ORUV1000017V00000077          	2022	A01	6.8	
ORUV1000017V00000098          	2022	A01	87.8	7
ORUV1000017V00000099          	2022	A01	12.2	
ORUV1000017V00000107          	2022	A01	36.4	
ORUV1000017V00000108          	2022	A01	335.72	
ORUV1000017V00000109          	2022	A01	180.00	
ORUV1000017V00000111          	2022	A01	365.00	
ORUV1000017V00000112          	2022	A01	365.00	
ORUV1000017V00000113          	2022	A01	365.00	
ORUV1000017V00000114          	2022	A01	63.6	7
ORUV1000017V00000116          	2022	A01	71.08	
ORUV1000017V00000117          	2022	A01	10.96	
ORUV1000017V00000118          	2022	A01	14.00	
ORUV1000017V00000119          	2022	A01	21.40	
ORUV1000017V00000120          	2022	A01	140.50	
ORUV1000017V00000121          	2022	A01	140.50	
ORUV1000017V00000122          	2022	A01	84.3	7
ORUV1000017V00000123          	2022	A01	15.7	
ORUV1000017V00001084          	2022	A01	24.2	
ORUV1000017V00001085          	2022	A01	63.6	7
ORUV1000017V00001087          	2022	A01	70.6	7
ORUV1000017V00001088          	2022	A01	17.2	
ORUV1000017V00001090          	2022	A01	7.7	
ORUV1000017V00001091          	2022	A01	80.1	7
ORUV1000017V00001107          	2022	A01	14.1	
ORUV1000017V00001108          	2022	A01	10.1	
ORUV1000017V00001111          	2022	A01	57.1	7
ORUV1000017V00001112          	2022	A01	13.5	
ORUV1000017V00001115          	2022	A01	119.13	
ORUV1000017V00001117          	2022	A01	62.50	
ORUV1000017V00001118          	2022	A01	105.00	
ORUV1000017V00001119          	2022	A01	180.00	
ORUV1000017V00001120          	2022	A01	270.00	
ORUV1000017V00001121          	2022	A01	81.26	
ORUV1000017V00001122          	2022	A01	7.50	
ORUV1000017V00001124          	2022	A01	62.50	
ORUV1000017V00001125          	2022	A01	120.00	
ORUV1000017V00001126          	2022	A01	125.00	
ORUV1000017V00001128          	2022	A01	7.0	
ORUV1000017W00000069          	2022	A01	28.8	7
ORUV1000017W00000076          	2022	A01	82.4	7
ORUV1000017W00000098          	2022	A01	72.5	7
ORUV1000017W00000099          	2022	A01	27.5	
ORUV1000017W00000107          	2022	A01	54.0	7
ORUV1000017W00000114          	2022	A01	46.0	
ORUV1000017W00000122          	2022	A01	77.4	7
ORUV1000017W00001087          	2022	A01	47.9	7
ORUV1000017W00001088          	2022	A01	24.7	
ORUV1000017W00001111          	2022	A01	43.0	7
ORUV1000017X00000076          	2022	A01	66.0	7
ORUV1000017X00000077          	2022	A01	12.6	
ORUV1000017X00000098          	2022	A01	94.0	7
ORUV1000017X00000107          	2022	A01	38.9	
ORUV1000017X00000108          	2022	A01	923.43	
ORUV1000017X00000109          	2022	A01	365.00	
ORUV1000017X00000111          	2022	A01	730.00	
ORUV1000017X00000113          	2022	A01	1825.00	
ORUV1000017X00000114          	2022	A01	61.1	7
ORUV1000017X00001084          	2022	A01	71.4	7
ORUV1000017X00001085          	2022	A01	22.6	
ORUV1000017X00001090          	2022	A01	37.2	
ORUV1000017X00001091          	2022	A01	56.8	7
ORUV1000017X00001107          	2022	A01	59.7	7
ORUV1000017X00001128          	2022	A01	37.2	
ORUV1000017Y00000065          	2022	A01	6.9	
ORUV1000017Y00000069          	2022	A01	40.8	7
ORUV1000017Y00000070          	2022	A01	38.6	
ORUV1000017Y00000107          	2022	A01	34.4	
ORUV1000017Y00000114          	2022	A01	65.6	7
ORUV1000017Y00000122          	2022	A01	80.3	7
ORUV1000017Y00000123          	2022	A01	19.7	
ORUV1000017Y00000804          	2022	A01	39.5	
ORUV1000017Y00001029          	2022	A01	2.9	
ORUV1000017Y00001084          	2022	A01	27.4	
ORUV1000017Y00001085          	2022	A01	31.7	7
ORUV1000017Y00001087          	2022	A01	37.7	7
ORUV1000017Y00001088          	2022	A01	21.4	
ORUV1000017Y00001107          	2022	A01	27.4	
ORUV1000017Y00001111          	2022	A01	37.5	7
ORUV1000018B00000068          	2022	A01	5.5	
ORUV1000018B00000069          	2022	A01	59.7	7
ORUV1000018B00000070          	2022	A01	30.4	
ORUV1000018B00000076          	2022	A01	34.3	
ORUV1000018B00000077          	2022	A01	46.7	7
ORUV1000018B00000098          	2022	A01	100.0	7
ORUV1000018B00000107          	2022	A01	33.8	
ORUV1000018B00000108          	2022	A01	443.37	
ORUV1000018B00000110          	2022	A01	365.00	
ORUV1000018B00000111          	2022	A01	365.00	
ORUV1000018B00000113          	2022	A01	730.00	
ORUV1000018B00000114          	2022	A01	66.2	7
ORUV1000018B00000116          	2022	A01	19.91	
ORUV1000018B00000117          	2022	A01	3.00	
ORUV1000018B00000119          	2022	A01	11.38	
ORUV1000018B00000120          	2022	A01	28.00	
ORUV1000018B00000122          	2022	A01	86.7	7
ORUV1000018B00000123          	2022	A01	13.3	
ORUV1000018B00000804          	2022	A01	10.4	
ORUV1000018B00001087          	2022	A01	99.5	7
ORUV1000018B00001090          	2022	A01	23.0	
ORUV1000018B00001091          	2022	A01	77.0	7
ORUV1000018B00001111          	2022	A01	87.2	7
ORUV1000018B00001112          	2022	A01	12.3	
ORUV1000018B00001121          	2022	A01	336.49	
ORUV1000018B00001122          	2022	A01	191.25	
ORUV1000018B00001123          	2022	A01	360.00	
ORUV1000018B00001124          	2022	A01	365.00	
ORUV1000018B00001125          	2022	A01	365.00	
ORUV1000018B00001126          	2022	A01	365.00	
ORUV1000018B00001127          	2022	A01	1.5	
ORUV1000018B00001128          	2022	A01	21.5	
ORUV1000018B00001135          	2022	A01	373.90	
ORUV1000018B00001137          	2022	A01	365.00	
ORUV1000018B00001138          	2022	A01	365.00	
ORUV1000018B00001139          	2022	A01	390.00	
ORUV1000018B00001140          	2022	A01	450.00	
ORUV1000018C00000065          	2022	A01	21.2	
ORUV1000018C00000066          	2022	A01	4.1	
ORUV1000018C00000068          	2022	A01	4.2	
ORUV1000018C00000069          	2022	A01	26.0	
ORUV1000018C00000070          	2022	A01	37.2	7
ORUV1000018C00000071          	2022	A01	1.1	
ORUV1000018C00000076          	2022	A01	84.1	7
ORUV1000018C00000077          	2022	A01	10.0	
ORUV1000018C00000098          	2022	A01	28.5	
ORUV1000018C00000099          	2022	A01	71.5	7
ORUV1000018C00000107          	2022	A01	61.0	7
ORUV1000018C00000108          	2022	A01	564.32	
ORUV1000018C00000109          	2022	A01	365.00	
ORUV1000018C00000110          	2022	A01	365.00	
